,Beat_ID,Prev_Beat_ID,Curr0-0,Curr0-1,Curr0-2,Curr0-3,Curr1-0,Curr1-1,Curr1-2,Curr1-3,Curr2-0,Curr2-1,Curr2-2,Curr2-3,Prev0-0,Prev0-1,Prev0-2,Prev0-3,Prev1-0,Prev1-1,Prev1-2,Prev1-3,Prev2-0,Prev2-1,Prev2-2,Prev2-3,Flow
11377,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
11378,*-1-1+0-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
11379,*-1-1-1+9-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
11380,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
11381,*-1-1+0+9-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+1+10-1*,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,True
11382,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11383,*-1-1-1-1-1-1-1-1+15-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11384,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11385,*-1+5-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11386,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11387,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11388,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1-1-1+7*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,True
11389,*-1-1-1-1-1-1-1+16-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11390,*+0+9-1-1-1-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11391,*-1-1-1-1-1-1-1+16-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11392,*-1-1-1-1+6-1-1-1-1+15-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11393,*-1-1-1+12-1-1-1-1-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11394,*+5-1-1-1-1-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11395,*-1+9-1-1-1-1-1-1-1-1-1-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11396,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11397,*-1-1-1-1-1-1-1-1-1-1-1+16*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11398,*-1-1-1-1-1-1-1-1+4-1-1-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11399,*-1-1+9-1-1-1-1-1-1+1-1-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,9,-1,-1,-1,-1,-1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11400,*-1+0-1-1-1-1-1-1-1-1+10-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11401,*-1-1-1-1-1-1-1-1+1+9-1-1*,*+2-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,1,9,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11402,*-1-1-1-1-1-1-1-1-1-1+1+10*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11403,*-1-1-1-1+4-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11404,*-1-1-1-1-1-1-1-1-1+9-1-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11405,*-1-1-1-1-1-1-1-1+1-1-1-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11406,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11407,*-1+5-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11408,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11409,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11410,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1-1-1+0-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,True
11411,*-1-1-1-1-1-1-1+14-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11412,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11413,*-1-1-1-1-1+3-1-1-1-1+11-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11414,*-1-1-1-1+2-1-1+12-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,2,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11415,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11416,*+0-1-1+9-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+3-1-1*,0,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,True
11417,*-1-1-1-1+6-1-1-1-1+15-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11418,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11419,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11420,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11421,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11422,*-1-1-1-1-1-1-1+3-1-1-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11423,*-1-1-1-1+2-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11424,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11425,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11426,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11427,*-1-1-1-1-1-1-1-1-1-1+9-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11428,*-1-1-1-1-1-1-1-1-1+0-1-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11429,*-1-1-1-1+2-1-1-1+11-1-1-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11430,*-1-1-1-1+3-1-1-1+12-1-1-1*,*-1-1-1-1+11-1-1-1-1-1-1-1*,-1,-1,-1,-1,3,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,True
11431,*-1+13-1-1+4-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,13,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11432,*-1-1-1-1-1-1-1-1-1-1+1+10*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11433,*+0+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11434,*-1-1-1-1-1-1-1-1-1-1-1+10*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11435,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11436,*-1+9-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1+16-1-1+7-1*,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,True
11437,*-1-1-1-1-1-1-1-1-1-1-1+16*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11438,*-1-1-1-1-1-1-1-1-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11439,*-1+13-1-1-1-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11440,*+4-1-1-1-1-1-1-1-1-1-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11441,*-1-1-1-1-1-1-1+16-1-1+7-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11442,*-1-1-1-1+6-1-1-1-1+15-1-1*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,15,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11443,*-1-1-1-1-1-1-1+12-1-1-1+3*,*+0-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11444,*-1-1-1-1-1-1-1-1-1+1+10-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,True
11445,*-1+0+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,True
11446,*-1-1-1-1-1-1-1-1+6-1-1+16*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,16,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,True
11447,*-1-1-1-1-1+3-1-1-1-1+11-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,True
11448,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1+2-1-1-1+11-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,11,-1,-1,-1,True
11449,*-1-1-1-1-1-1-1-1-1-1+10-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11450,*-1-1-1-1-1-1-1-1-1+1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11451,*-1-1+9-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11452,*-1+0-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11453,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11454,*-1-1-1-1-1-1-1-1-1-1+7-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11455,*-1+13-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11456,*+4-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11457,*-1-1-1-1-1-1-1+12-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11458,*-1-1+3-1-1-1-1-1-1-1-1-1*,*-1-1-1-1+2-1-1-1-1-1-1-1*,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,True
11459,*-1-1-1-1+6-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11460,*-1-1-1-1-1-1-1+16-1-1+7-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11461,*-1-1-1-1-1-1-1-1+6-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11462,*-1-1-1-1-1-1-1-1-1+10-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11463,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11464,*-1-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11465,*-1-1-1-1-1-1-1+3-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11466,*-1-1-1+14-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11467,*-1-1+0-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+15-1-1*,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,True
11468,*-1-1-1-1+2-1-1-1-1-1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11469,*-1-1-1-1-1-1-1-1+15-1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,15,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11470,*-1-1-1-1-1-1-1-1-1+1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11471,*-1-1-1-1-1-1-1-1-1-1+10-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11472,*-1-1+0+9-1-1-1-1-1-1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,0,9,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11473,*-1-1-1-1-1-1-1-1+1+10-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,1,10,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11474,*-1-1-1+9-1-1-1-1-1-1-1-1*,*+13-1-1-1-1-1-1-1-1-1-1-1*,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,True
11475,*+0-1-1-1-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+10-1-1*,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,True
11476,*-1-1-1-1-1-1-1-1-1-1+1-1*,*-1-1-1-1-1-1-1-1-1+10-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,True
11477,*+0-1-1+9-1-1-1-1-1-1-1-1*,*-1-1-1-1-1-1-1-1-1+10-1-1*,0,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,True
11478,*-1-1-1-1-1-1-1-1-1+10+1-1*,*-1-1-1-1-1-1-1-1-1+10-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,True
11479,*-1-1-1-1-1-1-1-1+4-1-1+14*,*-1-1-1-1-1-1-1-1-1+10-1-1*,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,-1,True
11480,*+4-1-1-1-1-1-1-1-1-1-1+16*,*-1-1-1-1-1+3-1-1-1-1+11-1*,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,True
11481,*-1-1-1-1-1-1+13-1-1+7-1-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,-1,-1,-1,13,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,True
11482,*-1-1-1+14-1-1-1-1+6-1-1-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,14,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,True
11483,*-1-1-1-1-1+5-1-1-1-1+15-1*,*-1-1-1-1-1+3-1-1-1-1+11-1*,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,15,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,11,-1,True
